AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
19-24,B,25-34K,Probable Owner,Unknown,4,2,9022
19-24,A,75-99K,Probable Owner,Unknown,2,3+,9023
35-44,A,75-99K,Renter,2 Adults Kids,5+,3+,9024
55-64,A,75-99K,Probable Renter,1 Adult Kids,4,1,9025
45-54,A,175-199K,Unknown,Single Female,4,None/Unknown,9026
35-44,A,50-74K,Probable Owner,1 Adult Kids,4,1,9027
55-64,A,175-199K,Homeowner,Unknown,2,None/Unknown,9028
19-24,U,50-74K,Renter,Single Male,1,1,9029
45-54,U,125-149K,Probable Renter,Unknown,5+,1,9030
45-54,U,175-199K,Probable Renter,Single Female,3,3+,9031
35-44,U,175-199K,Probable Renter,1 Adult Kids,1,1,9032
65+,B,250K+,Unknown,Single Male,1,1,9033
19-24,A,75-99K,Unknown,1 Adult Kids,4,2,9034
19-24,B,250K+,Probable Owner,Unknown,5+,None/Unknown,9035
19-24,U,15-24K,Probable Owner,Single Male,4,1,9036
45-54,A,200-249K,Probable Renter,1 Adult Kids,1,1,9037
25-34,A,100-124K,Homeowner,Unknown,1,1,9038
35-44,A,75-99K,Probable Owner,Single Male,2,1,9039
65+,A,Under 15K,Homeowner,2 Adults Kids,3,1,9040
25-34,A,35-49K,Probable Renter,Unknown,5+,1,9041
19-24,U,50-74K,Probable Renter,Unknown,4,None/Unknown,9042
65+,U,75-99K,Probable Renter,Unknown,1,1,9043
45-54,A,250K+,Probable Renter,Single Male,3,2,9044
45-54,B,75-99K,Probable Owner,Single Male,2,None/Unknown,9045
55-64,U,50-74K,Probable Owner,2 Adults No Kids,1,None/Unknown,9046
55-64,B,35-49K,Probable Renter,1 Adult Kids,4,3+,9047
55-64,U,75-99K,Probable Renter,1 Adult Kids,5+,None/Unknown,9048
55-64,U,250K+,Homeowner,2 Adults No Kids,4,1,9049
19-24,A,15-24K,Renter,2 Adults No Kids,3,2,9050
25-34,A,250K+,Unknown,2 Adults Kids,5+,1,9051
55-64,B,75-99K,Unknown,2 Adults Kids,4,2,9052
19-24,A,35-49K,Probable Owner,Single Female,4,1,9053
35-44,U,150-174K,Probable Renter,Unknown,1,1,9054
19-24,U,50-74K,Unknown,2 Adults No Kids,1,2,9055
55-64,A,100-124K,Homeowner,1 Adult Kids,2,2,9056
55-64,U,250K+,Probable Renter,Unknown,4,None/Unknown,9057
25-34,A,35-49K,Renter,2 Adults Kids,4,None/Unknown,9058
65+,U,Under 15K,Homeowner,2 Adults No Kids,5+,3+,9059
65+,A,Under 15K,Probable Owner,2 Adults No Kids,5+,3+,9060
45-54,U,150-174K,Unknown,Unknown,1,None/Unknown,9061
55-64,B,175-199K,Homeowner,Single Female,2,2,9062
35-44,U,15-24K,Unknown,1 Adult Kids,2,None/Unknown,9063
55-64,B,75-99K,Renter,Single Male,4,2,9064
65+,B,200-249K,Unknown,1 Adult Kids,3,1,9065
35-44,A,175-199K,Homeowner,Single Female,4,2,9066
25-34,U,150-174K,Homeowner,Single Female,1,1,9067
55-64,A,250K+,Probable Renter,Unknown,1,2,9068
55-64,A,150-174K,Probable Owner,Unknown,3,3+,9069
45-54,B,15-24K,Renter,Single Female,4,2,9070
65+,U,250K+,Homeowner,Single Female,4,None/Unknown,9071
45-54,U,50-74K,Probable Renter,Unknown,2,1,9072
45-54,B,250K+,Probable Owner,2 Adults Kids,5+,None/Unknown,9073
55-64,B,175-199K,Unknown,Unknown,1,None/Unknown,9074
45-54,B,Under 15K,Renter,Single Female,3,None/Unknown,9075
35-44,A,Under 15K,Probable Owner,Single Male,1,None/Unknown,9076
65+,A,150-174K,Probable Renter,2 Adults Kids,2,2,9077
45-54,A,25-34K,Homeowner,Single Female,1,None/Unknown,9078
25-34,U,15-24K,Probable Renter,2 Adults No Kids,2,3+,9079
25-34,A,250K+,Homeowner,Unknown,3,2,9080
65+,A,100-124K,Renter,1 Adult Kids,4,3+,9081
65+,U,Under 15K,Homeowner,2 Adults No Kids,4,None/Unknown,9082
65+,U,125-149K,Homeowner,1 Adult Kids,1,1,9083
19-24,U,50-74K,Probable Renter,2 Adults Kids,3,3+,9084
35-44,U,125-149K,Homeowner,Single Male,5+,None/Unknown,9085
45-54,B,35-49K,Unknown,Unknown,1,3+,9086
45-54,U,35-49K,Probable Renter,Single Female,2,1,9087
65+,U,150-174K,Probable Owner,2 Adults Kids,4,1,9088
65+,U,75-99K,Probable Owner,2 Adults No Kids,1,None/Unknown,9089
19-24,A,100-124K,Probable Owner,1 Adult Kids,3,None/Unknown,9090
25-34,A,100-124K,Probable Renter,Unknown,4,2,9091
55-64,U,75-99K,Probable Owner,Unknown,5+,1,9092
55-64,B,175-199K,Renter,Single Male,4,1,9093
65+,U,175-199K,Probable Renter,Single Male,5+,2,9094
55-64,B,150-174K,Unknown,1 Adult Kids,4,None/Unknown,9095
55-64,U,200-249K,Probable Renter,Single Male,2,1,9096
19-24,U,Under 15K,Unknown,2 Adults No Kids,5+,2,9097
19-24,A,Under 15K,Unknown,2 Adults No Kids,3,1,9098
19-24,U,75-99K,Probable Renter,1 Adult Kids,1,1,9099
65+,B,250K+,Homeowner,2 Adults Kids,3,1,9100
35-44,U,125-149K,Probable Renter,Unknown,3,3+,9101
45-54,U,250K+,Probable Renter,2 Adults No Kids,1,2,9102
65+,A,35-49K,Probable Renter,Unknown,2,None/Unknown,9103
25-34,A,200-249K,Probable Owner,2 Adults Kids,1,2,9104
55-64,A,15-24K,Probable Owner,Single Male,3,None/Unknown,9105
25-34,U,15-24K,Unknown,Unknown,3,2,9106
35-44,B,250K+,Unknown,Single Male,5+,None/Unknown,9107
45-54,U,125-149K,Probable Owner,Single Male,4,3+,9108
45-54,B,25-34K,Renter,Unknown,2,None/Unknown,9109
65+,B,250K+,Renter,Unknown,4,None/Unknown,9110
55-64,A,Under 15K,Renter,2 Adults No Kids,2,1,9111
45-54,B,100-124K,Probable Renter,Unknown,4,1,9112
45-54,A,125-149K,Renter,1 Adult Kids,3,1,9113
45-54,B,100-124K,Probable Owner,2 Adults Kids,1,1,9114
25-34,U,125-149K,Probable Owner,Single Female,5+,None/Unknown,9115
19-24,B,50-74K,Renter,Single Male,2,3+,9116
35-44,U,25-34K,Renter,Unknown,2,None/Unknown,9117
55-64,B,50-74K,Renter,Single Male,5+,2,9118
35-44,B,175-199K,Probable Owner,Single Female,4,None/Unknown,9119
45-54,B,200-249K,Homeowner,Unknown,1,1,9120
19-24,B,25-34K,Probable Owner,Single Female,4,3+,9121
65+,U,15-24K,Homeowner,2 Adults Kids,4,2,9122
45-54,U,150-174K,Probable Owner,1 Adult Kids,3,1,9123
35-44,U,125-149K,Renter,Single Female,1,None/Unknown,9124
65+,B,175-199K,Unknown,2 Adults Kids,1,2,9125
19-24,A,150-174K,Unknown,1 Adult Kids,4,1,9126
25-34,U,75-99K,Probable Renter,Single Female,1,1,9127
25-34,U,Under 15K,Homeowner,Single Female,1,3+,9128
65+,A,15-24K,Homeowner,Unknown,2,3+,9129
19-24,A,150-174K,Homeowner,Single Female,2,None/Unknown,9130
35-44,A,15-24K,Homeowner,2 Adults No Kids,5+,None/Unknown,9131
25-34,A,15-24K,Probable Renter,1 Adult Kids,4,2,9132
35-44,U,250K+,Probable Renter,Unknown,2,2,9133
55-64,U,150-174K,Probable Owner,1 Adult Kids,5+,3+,9134
55-64,U,200-249K,Probable Owner,Single Male,3,2,9135
25-34,B,150-174K,Homeowner,1 Adult Kids,1,1,9136
19-24,U,125-149K,Probable Owner,Unknown,5+,1,9137
55-64,A,35-49K,Probable Renter,Single Female,1,3+,9138
19-24,A,175-199K,Renter,Unknown,2,1,9139
25-34,A,150-174K,Probable Renter,Unknown,5+,None/Unknown,9140
45-54,A,75-99K,Probable Renter,Unknown,3,None/Unknown,9141
65+,A,35-49K,Probable Renter,1 Adult Kids,2,None/Unknown,9142
45-54,U,Under 15K,Renter,Single Female,4,None/Unknown,9143
35-44,A,150-174K,Homeowner,Single Male,2,2,9144
35-44,B,100-124K,Renter,2 Adults No Kids,1,3+,9145
45-54,B,200-249K,Renter,Single Female,3,3+,9146
25-34,B,50-74K,Probable Owner,2 Adults No Kids,2,2,9147
55-64,A,175-199K,Probable Renter,Single Male,5+,3+,9148
55-64,A,200-249K,Homeowner,Single Female,5+,3+,9149
19-24,U,175-199K,Probable Owner,Unknown,3,1,9150
19-24,U,75-99K,Probable Owner,Single Male,1,3+,9151
45-54,B,175-199K,Renter,Single Male,3,3+,9152
19-24,B,Under 15K,Homeowner,1 Adult Kids,5+,3+,9153
45-54,B,125-149K,Unknown,Unknown,2,2,9154
19-24,U,200-249K,Probable Owner,Unknown,1,3+,9155
35-44,A,250K+,Homeowner,Unknown,4,3+,9156
35-44,A,200-249K,Probable Renter,Unknown,5+,1,9157
55-64,B,35-49K,Probable Renter,1 Adult Kids,2,3+,9158
45-54,U,Under 15K,Renter,2 Adults No Kids,2,1,9159
25-34,B,125-149K,Unknown,2 Adults No Kids,4,None/Unknown,9160
35-44,B,50-74K,Homeowner,Single Female,5+,None/Unknown,9161
45-54,B,15-24K,Probable Owner,Unknown,2,None/Unknown,9162
19-24,A,Under 15K,Probable Owner,Single Female,3,3+,9163
45-54,A,15-24K,Homeowner,Single Female,2,2,9164
65+,B,200-249K,Unknown,2 Adults No Kids,4,1,9165
25-34,U,25-34K,Renter,1 Adult Kids,4,1,9166
65+,U,200-249K,Probable Owner,2 Adults Kids,3,3+,9167
65+,U,100-124K,Homeowner,1 Adult Kids,5+,2,9168
45-54,B,35-49K,Unknown,1 Adult Kids,1,None/Unknown,9169
65+,B,15-24K,Homeowner,2 Adults No Kids,2,3+,9170
55-64,U,250K+,Renter,Single Male,1,None/Unknown,9171
35-44,A,35-49K,Homeowner,2 Adults No Kids,3,1,9172
65+,A,100-124K,Unknown,Single Male,3,1,9173
55-64,A,100-124K,Unknown,Unknown,5+,2,9174
45-54,A,Under 15K,Unknown,Single Female,4,3+,9175
19-24,U,250K+,Renter,Single Male,2,2,9176
45-54,A,25-34K,Probable Owner,1 Adult Kids,1,1,9177
65+,U,25-34K,Unknown,2 Adults Kids,3,None/Unknown,9178
55-64,U,Under 15K,Homeowner,Unknown,3,3+,9179
65+,A,200-249K,Homeowner,2 Adults No Kids,5+,2,9180
25-34,B,Under 15K,Probable Renter,2 Adults No Kids,3,1,9181
55-64,B,250K+,Renter,2 Adults No Kids,1,2,9182
45-54,B,25-34K,Homeowner,2 Adults No Kids,4,3+,9183
35-44,U,Under 15K,Probable Owner,Single Male,3,2,9184
35-44,U,100-124K,Unknown,Single Male,4,2,9185
45-54,B,200-249K,Renter,2 Adults No Kids,5+,1,9186
45-54,B,25-34K,Homeowner,Single Female,5+,2,9187
35-44,A,250K+,Renter,Unknown,1,3+,9188
35-44,U,15-24K,Unknown,Unknown,2,None/Unknown,9189
35-44,U,35-49K,Unknown,2 Adults No Kids,3,None/Unknown,9190
45-54,B,15-24K,Homeowner,2 Adults No Kids,2,2,9191
45-54,U,50-74K,Probable Owner,Single Female,5+,2,9192
65+,A,50-74K,Homeowner,Single Male,2,None/Unknown,9193
55-64,A,75-99K,Homeowner,2 Adults No Kids,4,None/Unknown,9194
45-54,B,15-24K,Homeowner,Single Female,2,3+,9195
19-24,A,50-74K,Probable Owner,2 Adults No Kids,5+,3+,9196
45-54,U,200-249K,Homeowner,2 Adults Kids,5+,None/Unknown,9197
25-34,U,250K+,Renter,1 Adult Kids,5+,None/Unknown,9198
35-44,U,50-74K,Renter,2 Adults Kids,2,2,9199
19-24,B,50-74K,Probable Owner,2 Adults No Kids,3,2,9200
65+,A,25-34K,Probable Owner,2 Adults Kids,5+,3+,9201
19-24,U,125-149K,Probable Renter,2 Adults Kids,3,3+,9202
19-24,A,200-249K,Probable Owner,2 Adults Kids,2,3+,9203
65+,U,175-199K,Homeowner,1 Adult Kids,3,1,9204
35-44,U,25-34K,Probable Renter,2 Adults No Kids,2,None/Unknown,9205
25-34,B,15-24K,Homeowner,2 Adults Kids,4,None/Unknown,9206
35-44,B,15-24K,Renter,2 Adults Kids,4,3+,9207
35-44,B,75-99K,Unknown,Single Male,3,None/Unknown,9208
25-34,A,25-34K,Renter,2 Adults Kids,1,None/Unknown,9209
65+,B,15-24K,Probable Owner,Unknown,5+,2,9210
35-44,A,50-74K,Unknown,Single Male,4,1,9211
19-24,A,35-49K,Renter,1 Adult Kids,5+,1,9212
35-44,A,75-99K,Probable Renter,Single Female,3,1,9213
55-64,U,175-199K,Homeowner,Single Female,4,3+,9214
55-64,U,75-99K,Homeowner,2 Adults No Kids,5+,None/Unknown,9215
25-34,A,150-174K,Homeowner,Single Male,1,2,9216
45-54,U,150-174K,Homeowner,1 Adult Kids,4,1,9217
19-24,B,125-149K,Probable Owner,Unknown,3,None/Unknown,9218
19-24,A,15-24K,Unknown,Unknown,2,3+,9219
55-64,A,250K+,Probable Owner,Single Male,1,None/Unknown,9220
45-54,U,Under 15K,Probable Renter,Single Male,4,2,9221
55-64,B,35-49K,Unknown,2 Adults Kids,3,2,9222
25-34,B,25-34K,Unknown,Single Female,3,None/Unknown,9223
65+,B,50-74K,Unknown,2 Adults No Kids,3,1,9224
65+,B,75-99K,Homeowner,1 Adult Kids,2,2,9225
35-44,A,15-24K,Renter,1 Adult Kids,2,None/Unknown,9226
45-54,B,35-49K,Unknown,2 Adults No Kids,1,2,9227
55-64,B,15-24K,Renter,Single Female,3,1,9228
19-24,A,15-24K,Homeowner,2 Adults Kids,2,None/Unknown,9229
55-64,B,Under 15K,Probable Renter,2 Adults Kids,5+,None/Unknown,9230
25-34,B,35-49K,Unknown,1 Adult Kids,1,2,9231
65+,U,125-149K,Probable Owner,2 Adults Kids,2,1,9232
55-64,B,25-34K,Probable Renter,2 Adults No Kids,4,3+,9233
19-24,B,175-199K,Renter,Unknown,2,1,9234
55-64,A,Under 15K,Homeowner,Unknown,4,1,9235
35-44,A,50-74K,Probable Owner,2 Adults Kids,5+,3+,9236
35-44,B,150-174K,Probable Owner,1 Adult Kids,1,1,9237
55-64,A,15-24K,Probable Renter,Unknown,4,None/Unknown,9238
65+,U,50-74K,Unknown,Unknown,5+,None/Unknown,9239
65+,U,150-174K,Probable Renter,1 Adult Kids,3,2,9240
55-64,A,100-124K,Renter,Single Female,4,3+,9241
65+,A,15-24K,Unknown,1 Adult Kids,4,None/Unknown,9242
55-64,A,125-149K,Renter,Single Male,1,None/Unknown,9243
19-24,B,15-24K,Unknown,Single Male,3,3+,9244
35-44,A,250K+,Probable Renter,2 Adults Kids,1,None/Unknown,9245
65+,A,250K+,Probable Owner,2 Adults No Kids,4,1,9246
25-34,A,Under 15K,Homeowner,2 Adults No Kids,5+,1,9247
35-44,B,175-199K,Renter,2 Adults No Kids,5+,3+,9248
35-44,B,15-24K,Homeowner,Unknown,1,3+,9249
35-44,A,35-49K,Probable Owner,Single Male,4,None/Unknown,9250
55-64,A,125-149K,Unknown,2 Adults No Kids,1,2,9251
65+,B,200-249K,Probable Renter,Single Female,2,2,9252
25-34,A,100-124K,Renter,Unknown,1,2,9253
45-54,A,150-174K,Homeowner,1 Adult Kids,3,3+,9254
55-64,U,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,9255
55-64,U,150-174K,Probable Renter,Single Female,4,3+,9256
35-44,U,15-24K,Unknown,Single Male,2,2,9257
55-64,U,100-124K,Unknown,2 Adults Kids,2,2,9258
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,9259
25-34,A,200-249K,Homeowner,1 Adult Kids,1,3+,9260
25-34,A,50-74K,Probable Owner,2 Adults Kids,4,2,9261
55-64,U,100-124K,Probable Renter,Single Female,5+,None/Unknown,9262
55-64,B,150-174K,Renter,2 Adults Kids,1,3+,9263
45-54,B,175-199K,Unknown,2 Adults No Kids,4,2,9264
45-54,A,100-124K,Homeowner,Unknown,2,1,9265
35-44,A,35-49K,Probable Owner,Unknown,3,None/Unknown,9266
35-44,B,75-99K,Renter,2 Adults No Kids,1,3+,9267
45-54,B,250K+,Probable Owner,2 Adults No Kids,5+,None/Unknown,9268
19-24,A,125-149K,Unknown,Single Female,4,1,9269
55-64,B,25-34K,Homeowner,Single Female,3,None/Unknown,9270
25-34,A,250K+,Unknown,Single Male,2,None/Unknown,9271
65+,U,125-149K,Unknown,2 Adults Kids,3,3+,9272
55-64,A,Under 15K,Homeowner,Single Female,4,3+,9273
65+,A,200-249K,Probable Owner,1 Adult Kids,3,None/Unknown,9274
45-54,A,15-24K,Homeowner,Single Female,4,2,9275
45-54,U,Under 15K,Unknown,Unknown,5+,None/Unknown,9276
55-64,A,175-199K,Renter,Unknown,1,1,9277
65+,B,150-174K,Probable Owner,2 Adults No Kids,2,3+,9278
55-64,B,100-124K,Probable Renter,2 Adults No Kids,5+,1,9279
55-64,A,50-74K,Renter,Unknown,3,3+,9280
45-54,U,25-34K,Probable Renter,Single Male,1,2,9281
45-54,U,25-34K,Renter,1 Adult Kids,5+,2,9282
19-24,B,150-174K,Renter,2 Adults Kids,5+,3+,9283
65+,U,125-149K,Homeowner,2 Adults Kids,3,None/Unknown,9284
65+,U,125-149K,Probable Owner,1 Adult Kids,2,3+,9285
35-44,B,200-249K,Homeowner,Single Male,3,3+,9286
65+,U,15-24K,Probable Owner,Single Male,3,None/Unknown,9287
65+,U,50-74K,Homeowner,1 Adult Kids,1,3+,9288
19-24,B,35-49K,Homeowner,1 Adult Kids,4,None/Unknown,9289
25-34,A,15-24K,Probable Renter,Single Female,5+,3+,9290
35-44,B,50-74K,Renter,Single Female,1,1,9291
45-54,B,100-124K,Renter,Unknown,1,1,9292
65+,A,Under 15K,Unknown,1 Adult Kids,2,None/Unknown,9293
35-44,U,Under 15K,Probable Renter,Unknown,1,2,9294
35-44,B,15-24K,Homeowner,Single Female,5+,2,9295
19-24,U,75-99K,Probable Owner,Single Female,3,3+,9296
25-34,U,Under 15K,Homeowner,1 Adult Kids,1,1,9297
45-54,A,150-174K,Probable Owner,2 Adults No Kids,5+,2,9298
55-64,U,35-49K,Homeowner,2 Adults No Kids,1,2,9299
25-34,B,25-34K,Homeowner,2 Adults No Kids,4,3+,9300
19-24,B,125-149K,Probable Owner,Single Female,2,None/Unknown,9301
55-64,U,75-99K,Unknown,1 Adult Kids,1,2,9302
25-34,B,75-99K,Homeowner,2 Adults No Kids,1,1,9303
19-24,A,50-74K,Probable Renter,Single Male,2,None/Unknown,9304
35-44,A,200-249K,Homeowner,2 Adults No Kids,5+,3+,9305
55-64,U,100-124K,Renter,Single Female,3,2,9306
55-64,B,75-99K,Homeowner,Single Female,1,2,9307
65+,B,250K+,Probable Renter,1 Adult Kids,1,1,9308
35-44,U,35-49K,Probable Owner,Single Female,1,2,9309
45-54,U,25-34K,Unknown,Single Male,4,None/Unknown,9310
25-34,A,175-199K,Unknown,Single Female,1,3+,9311
19-24,U,75-99K,Homeowner,2 Adults Kids,3,3+,9312
25-34,A,15-24K,Probable Renter,Single Female,5+,3+,9313
65+,U,75-99K,Probable Owner,Single Male,2,3+,9314
45-54,B,35-49K,Renter,Single Female,1,2,9315
45-54,U,175-199K,Renter,Single Female,5+,None/Unknown,9316
19-24,U,150-174K,Renter,Single Female,3,None/Unknown,9317
65+,B,35-49K,Renter,Single Male,3,None/Unknown,9318
55-64,A,175-199K,Homeowner,Single Female,4,None/Unknown,9319
55-64,U,Under 15K,Renter,2 Adults No Kids,4,None/Unknown,9320
45-54,B,150-174K,Probable Renter,2 Adults Kids,5+,2,9321
19-24,B,15-24K,Unknown,2 Adults Kids,1,3+,9322
25-34,U,175-199K,Renter,2 Adults No Kids,4,1,9323
55-64,B,25-34K,Homeowner,2 Adults No Kids,1,2,9324
35-44,U,150-174K,Homeowner,1 Adult Kids,2,3+,9325
65+,B,200-249K,Unknown,2 Adults No Kids,1,2,9326
55-64,A,125-149K,Unknown,2 Adults Kids,5+,None/Unknown,9327
25-34,U,175-199K,Probable Renter,1 Adult Kids,5+,2,9328
19-24,A,200-249K,Homeowner,1 Adult Kids,2,2,9329
55-64,U,125-149K,Unknown,Single Male,1,3+,9330
65+,A,25-34K,Probable Owner,2 Adults Kids,3,1,9331
19-24,B,125-149K,Unknown,2 Adults No Kids,2,2,9332
25-34,U,150-174K,Probable Owner,2 Adults No Kids,5+,2,9333
45-54,U,75-99K,Renter,Single Male,3,2,9334
19-24,B,Under 15K,Homeowner,Single Male,1,1,9335
35-44,A,175-199K,Probable Renter,Single Female,3,None/Unknown,9336
25-34,B,150-174K,Unknown,1 Adult Kids,2,1,9337
65+,A,200-249K,Unknown,Single Female,1,1,9338
25-34,B,50-74K,Homeowner,2 Adults Kids,4,1,9339
65+,U,Under 15K,Probable Owner,Single Male,5+,3+,9340
45-54,A,100-124K,Renter,2 Adults No Kids,2,3+,9341
45-54,U,75-99K,Renter,2 Adults No Kids,5+,None/Unknown,9342
25-34,U,75-99K,Homeowner,Single Female,4,2,9343
45-54,U,25-34K,Renter,1 Adult Kids,4,3+,9344
35-44,U,35-49K,Renter,Single Female,2,3+,9345
65+,U,50-74K,Probable Owner,Unknown,4,None/Unknown,9346
45-54,B,75-99K,Probable Owner,2 Adults No Kids,5+,1,9347
55-64,B,100-124K,Homeowner,1 Adult Kids,2,2,9348
55-64,B,15-24K,Unknown,1 Adult Kids,1,3+,9349
25-34,A,75-99K,Unknown,Single Male,1,3+,9350
55-64,U,Under 15K,Homeowner,1 Adult Kids,2,1,9351
35-44,B,75-99K,Unknown,2 Adults Kids,2,3+,9352
55-64,B,200-249K,Probable Owner,1 Adult Kids,1,1,9353
55-64,B,150-174K,Unknown,Unknown,3,None/Unknown,9354
65+,U,250K+,Probable Owner,1 Adult Kids,4,1,9355
55-64,U,35-49K,Renter,1 Adult Kids,5+,1,9356
65+,B,15-24K,Probable Owner,2 Adults Kids,4,2,9357
19-24,B,50-74K,Renter,2 Adults Kids,5+,2,9358
19-24,U,15-24K,Homeowner,Single Male,4,None/Unknown,9359
55-64,B,75-99K,Probable Renter,Unknown,3,2,9360
55-64,A,125-149K,Unknown,1 Adult Kids,4,None/Unknown,9361
65+,A,150-174K,Homeowner,Unknown,2,2,9362
19-24,U,125-149K,Unknown,Unknown,1,3+,9363
25-34,U,Under 15K,Probable Renter,Single Male,3,1,9364
65+,B,25-34K,Renter,Unknown,4,1,9365
65+,B,15-24K,Renter,2 Adults Kids,3,2,9366
35-44,A,200-249K,Homeowner,2 Adults No Kids,1,None/Unknown,9367
65+,A,35-49K,Probable Renter,1 Adult Kids,4,1,9368
35-44,U,125-149K,Renter,Unknown,2,None/Unknown,9369
45-54,B,25-34K,Homeowner,1 Adult Kids,4,1,9370
35-44,U,15-24K,Unknown,1 Adult Kids,4,None/Unknown,9371
45-54,A,35-49K,Renter,Single Male,4,1,9372
55-64,B,100-124K,Homeowner,2 Adults Kids,1,2,9373
55-64,A,200-249K,Homeowner,Single Male,4,1,9374
55-64,B,250K+,Unknown,Unknown,1,1,9375
35-44,B,Under 15K,Probable Owner,Unknown,4,2,9376
65+,B,25-34K,Homeowner,Unknown,1,None/Unknown,9377
35-44,A,Under 15K,Renter,Single Male,1,3+,9378
55-64,A,175-199K,Probable Owner,Single Male,5+,1,9379
65+,B,50-74K,Probable Renter,Unknown,5+,None/Unknown,9380
65+,A,100-124K,Probable Owner,2 Adults Kids,2,1,9381
35-44,A,50-74K,Unknown,Single Female,4,None/Unknown,9382
45-54,B,75-99K,Probable Renter,Unknown,2,2,9383
25-34,A,15-24K,Renter,2 Adults No Kids,1,3+,9384
45-54,A,100-124K,Unknown,Single Female,3,2,9385
45-54,B,100-124K,Probable Renter,2 Adults No Kids,5+,1,9386
25-34,U,150-174K,Probable Renter,1 Adult Kids,3,None/Unknown,9387
65+,A,150-174K,Probable Renter,1 Adult Kids,2,None/Unknown,9388
35-44,U,250K+,Probable Renter,Single Female,3,3+,9389
35-44,A,200-249K,Probable Owner,Single Male,1,3+,9390
45-54,B,175-199K,Homeowner,2 Adults Kids,2,1,9391
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,3+,9392
25-34,B,100-124K,Homeowner,2 Adults No Kids,2,1,9393
25-34,U,25-34K,Probable Owner,Unknown,1,1,9394
55-64,B,150-174K,Homeowner,Single Male,5+,3+,9395
19-24,U,150-174K,Probable Renter,Unknown,5+,None/Unknown,9396
65+,B,250K+,Probable Renter,Single Female,3,None/Unknown,9397
35-44,B,25-34K,Homeowner,Single Male,1,1,9398
65+,B,50-74K,Renter,Unknown,1,3+,9399
65+,B,15-24K,Homeowner,Single Female,5+,None/Unknown,9400
35-44,A,50-74K,Probable Owner,1 Adult Kids,4,2,9401
45-54,U,250K+,Unknown,2 Adults No Kids,2,3+,9402
65+,A,150-174K,Unknown,Single Female,2,2,9403
25-34,A,175-199K,Probable Owner,Single Male,1,2,9404
65+,U,250K+,Probable Owner,2 Adults Kids,3,3+,9405
35-44,A,50-74K,Renter,2 Adults No Kids,4,None/Unknown,9406
19-24,U,Under 15K,Homeowner,Single Female,3,2,9407
55-64,U,200-249K,Homeowner,2 Adults Kids,5+,3+,9408
25-34,A,75-99K,Renter,Unknown,2,None/Unknown,9409
45-54,A,15-24K,Unknown,1 Adult Kids,4,2,9410
65+,U,50-74K,Homeowner,2 Adults Kids,5+,None/Unknown,9411
55-64,U,100-124K,Unknown,1 Adult Kids,5+,3+,9412
35-44,U,25-34K,Homeowner,2 Adults Kids,2,3+,9413
55-64,U,100-124K,Probable Owner,Single Male,2,1,9414
25-34,A,Under 15K,Homeowner,2 Adults Kids,2,2,9415
35-44,A,250K+,Homeowner,Single Male,4,1,9416
55-64,A,25-34K,Unknown,2 Adults No Kids,4,2,9417
25-34,B,50-74K,Probable Owner,Single Male,5+,2,9418
55-64,B,250K+,Probable Owner,2 Adults No Kids,1,3+,9419
25-34,B,150-174K,Renter,2 Adults Kids,2,1,9420
19-24,U,75-99K,Renter,Single Male,3,None/Unknown,9421
25-34,A,75-99K,Unknown,2 Adults Kids,3,1,9422
65+,U,125-149K,Unknown,1 Adult Kids,3,1,9423
19-24,B,175-199K,Renter,Unknown,1,3+,9424
19-24,U,125-149K,Probable Owner,Single Male,5+,2,9425
19-24,U,175-199K,Probable Renter,2 Adults No Kids,4,2,9426
25-34,U,15-24K,Probable Renter,Single Male,3,2,9427
65+,A,50-74K,Probable Owner,1 Adult Kids,2,1,9428
65+,B,250K+,Probable Renter,2 Adults Kids,5+,1,9429
45-54,U,175-199K,Renter,Single Male,1,1,9430
35-44,B,Under 15K,Probable Renter,Single Male,5+,None/Unknown,9431
45-54,B,Under 15K,Probable Renter,2 Adults Kids,4,None/Unknown,9432
25-34,B,75-99K,Unknown,1 Adult Kids,5+,3+,9433
35-44,A,175-199K,Probable Renter,Unknown,5+,None/Unknown,9434
65+,U,25-34K,Unknown,Single Female,4,3+,9435
19-24,A,125-149K,Probable Renter,2 Adults No Kids,2,3+,9436
35-44,A,250K+,Homeowner,2 Adults No Kids,3,3+,9437
35-44,U,15-24K,Renter,2 Adults Kids,1,2,9438
45-54,B,35-49K,Unknown,2 Adults No Kids,3,3+,9439
25-34,U,200-249K,Homeowner,2 Adults Kids,4,1,9440
45-54,A,200-249K,Homeowner,2 Adults Kids,1,None/Unknown,9441
25-34,U,200-249K,Homeowner,Unknown,2,None/Unknown,9442
45-54,U,100-124K,Probable Renter,2 Adults No Kids,1,None/Unknown,9443
35-44,U,Under 15K,Unknown,Single Female,2,1,9444
35-44,A,125-149K,Unknown,2 Adults No Kids,4,2,9445
55-64,A,Under 15K,Homeowner,Single Male,1,3+,9446
45-54,U,100-124K,Unknown,2 Adults Kids,1,2,9447
