DESCRIPTION,CAMPAIGN,START_DAY,END_DAY
T09777,27,255,311
T09778,28,138,166
T09779,29,102,143
T09780,30,314,364
T09781,1,345,393
T09782,2,412,442
T09783,3,588,606
T09784,4,506,522
T09785,5,330,379
T09786,6,16,43
T09787,7,57,101
T09788,8,97,157
T09789,9,298,338
T09790,10,42,63
T09791,11,38,91
T09792,12,629,665
T09793,13,527,571
T09794,14,172,203
T09795,15,304,322
T09796,16,90,144
T09797,17,82,111
T09798,18,587,631
T09799,19,238,252
T09800,20,217,235
T09801,21,64,101
T09802,22,100,150
T09803,23,395,443
T09804,24,86,119
T09805,25,440,491
T09806,26,117,131
T09807,27,456,515
T09808,28,393,423
T09809,29,243,303
T09810,30,152,191
T09811,1,212,232
T09812,2,291,316
T09813,3,268,296
T09814,4,552,575
T09815,5,649,672
T09816,6,264,323
T09817,7,283,308
T09818,8,588,623
T09819,9,108,145
T09820,10,247,295
T09821,11,305,325
T09822,12,43,68
T09823,13,320,335
T09824,14,616,660
T09825,15,321,346
T09826,16,405,420
T09827,17,407,447
T09828,18,378,436
T09829,19,276,303
T09830,20,127,147
T09831,21,229,283
T09832,22,3,56
T09833,23,420,449
T09834,24,452,496
T09835,25,302,319
T09836,26,683,737
T09837,27,85,137
T09838,28,271,296
T09839,29,165,211
T09840,30,367,389
T09841,1,179,195
T09842,2,319,345
T09843,3,240,299
T09844,4,9,63
T09845,5,6,44
T09846,6,178,206
T09847,7,62,96
T09848,8,31,62
T09849,9,451,499
T09850,10,143,187
T09851,11,502,528
T09852,12,315,351
T09853,13,475,533
T09854,14,206,266
T09855,15,650,682
T09856,16,435,492
T09857,17,324,347
T09858,18,444,488
T09859,19,669,725
T09860,20,320,373
T09861,21,613,662
T09862,22,530,559
T09863,23,347,407
T09864,24,93,146
T09865,25,616,637
T09866,26,461,503
T09867,27,253,296
T09868,28,442,481
T09869,29,15,56
T09870,30,170,207
T09871,1,612,639
T09872,2,470,515
T09873,3,164,196
T09874,4,327,369
T09875,5,289,319
T09876,6,121,157
T09877,7,216,269
T09878,8,385,424
T09879,9,34,81
T09880,10,420,436
T09881,11,314,360
T09882,12,612,662
T09883,13,261,275
T09884,14,653,671
T09885,15,573,610
T09886,16,91,123
T09887,17,593,634
T09888,18,560,603
T09889,19,200,239
T09890,20,557,615
T09891,21,621,653
T09892,22,325,363
T09893,23,89,136
T09894,24,621,677
T09895,25,66,95
T09896,26,293,346
T09897,27,203,262
T09898,28,95,155
T09899,29,392,436
T09900,30,378,412
T09901,1,32,87
T09902,2,214,270
T09903,3,110,124
T09904,4,627,653
T09905,5,543,591
T09906,6,527,552
T09907,7,634,671
T09908,8,388,414
T09909,9,467,520
T09910,10,485,513
T09911,11,409,454
T09912,12,543,593
T09913,13,684,731
T09914,14,572,587
T09915,15,99,150
T09916,16,421,445
T09917,17,177,204
T09918,18,98,128
T09919,19,133,153
T09920,20,102,158
T09921,21,182,217
T09922,22,248,279
T09923,23,11,42
T09924,24,268,299
T09925,25,648,680
T09926,26,1,44
T09927,27,133,152
T09928,28,75,96
T09929,29,180,214
T09930,30,601,639
T09931,1,407,449
T09932,2,588,647
T09933,3,362,402
T09934,4,101,122
T09935,5,217,270
T09936,6,196,255
T09937,7,360,389
T09938,8,45,63
T09939,9,597,624
T09940,10,413,440
T09941,11,220,271
T09942,12,342,393
T09943,13,499,536
T09944,14,488,532
T09945,15,516,568
T09946,16,496,553
T09947,17,505,564
T09948,18,396,416
T09949,19,173,215
T09950,20,430,467
T09951,21,116,146
T09952,22,610,634
T09953,23,319,379
T09954,24,111,125
T09955,25,62,112
T09956,26,420,472
T09957,27,37,52
T09958,28,279,298
T09959,29,525,543
T09960,30,648,677
T09961,1,423,463
T09962,2,148,164
T09963,3,420,458
T09964,4,437,456
T09965,5,8,32
T09966,6,41,60
T09967,7,95,153
T09968,8,462,493
T09969,9,375,396
T09970,10,690,736
T09971,11,662,709
T09972,12,600,629
T09973,13,271,313
T09974,14,470,498
T09975,15,73,90
T09976,16,109,128
T09977,17,32,71
T09978,18,53,67
T09979,19,237,251
T09980,20,544,579
T09981,21,599,643
T09982,22,230,274
T09983,23,45,83
T09984,24,118,143
T09985,25,286,320
T09986,26,377,413
T09987,27,119,170
T09988,28,376,394
T09989,29,228,250
T09990,30,167,222
T09991,1,137,177
T09992,2,443,478
T09993,3,44,96
T09994,4,554,569
T09995,5,125,169
T09996,6,650,710
T09997,7,55,109
T09998,8,364,404
T09999,9,583,615
T10000,10,614,674
